country_code,division_level,official_name,short_name,state,city,founded_year,badge_url,status,notes
DEU,2,FC Schalke 04,Schalke 04,,,,,active,Fonte oficial 2. Bundesliga consultada em 2026-04-13
DEU,2,Preussen Munster,Preussen Munster,,,,,active,Fonte oficial 2. Bundesliga consultada em 2026-04-13
DEU,2,Eintracht Braunschweig,Braunschweig,,,,,active,Fonte oficial 2. Bundesliga consultada em 2026-04-13
DEU,2,Arminia Bielefeld,Arminia Bielefeld,,,,,active,Fonte oficial 2. Bundesliga consultada em 2026-04-13
DEU,2,Dynamo Dresden,Dynamo Dresden,,,,,active,Fonte oficial 2. Bundesliga consultada em 2026-04-13
ENG,2,Birmingham City,Birmingham City,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Blackburn Rovers,Blackburn Rovers,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Bristol City,Bristol City,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Charlton Athletic,Charlton Athletic,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Coventry City,Coventry City,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Derby County,Derby County,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Hull City,Hull City,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Ipswich Town,Ipswich Town,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Leicester City,Leicester City,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Middlesbrough,Middlesbrough,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Millwall,Millwall,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Norwich City,Norwich City,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Oxford United,Oxford United,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Portsmouth,Portsmouth,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Preston North End,Preston North End,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Queens Park Rangers,QPR,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Sheffield United,Sheffield United,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Sheffield Wednesday,Sheffield Wednesday,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Southampton,Southampton,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Stoke City,Stoke City,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Swansea City,Swansea City,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Watford,Watford,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,West Bromwich Albion,West Brom,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
ENG,2,Wrexham,Wrexham,,,,,active,Fonte complementar EFL Championship 2025-26 consultada em 2026-04-13
