country_code,division_level,official_name,short_name,state,city,founded_year,badge_url,status,notes
ESP,2,Mirandes,Mirandes,,Miranda de Ebro,,,active,Fonte: LALIGA HYPERMOTION 2025-2026 consultada em 2026-04-13
ESP,2,Racing Club Ferrol,Racing Ferrol,,Ferrol,,,active,Fonte: LALIGA HYPERMOTION 2025-2026 consultada em 2026-04-13
ESP,2,Real Sporting de Gijon,Sporting Gijon,,Gijon,,,active,Fonte: LALIGA HYPERMOTION 2025-2026 consultada em 2026-04-13
ESP,2,Real Valladolid,Valladolid,,Valladolid,,,active,Fonte: LALIGA HYPERMOTION 2025-2026 consultada em 2026-04-13
ESP,2,Real Zaragoza,Zaragoza,,Zaragoza,,,active,Fonte: LALIGA HYPERMOTION 2025-2026 consultada em 2026-04-13
ESP,2,Real Sociedad B,Real Sociedad B,,San Sebastian,,,active,Fonte: LALIGA HYPERMOTION 2025-2026 consultada em 2026-04-13
ESP,2,SD Eibar,Eibar,,Eibar,,,active,Fonte: LALIGA HYPERMOTION 2025-2026 consultada em 2026-04-13
ESP,2,UD Las Palmas,Las Palmas,,Las Palmas de Gran Canaria,,,active,Fonte: LALIGA HYPERMOTION 2025-2026 consultada em 2026-04-13
ESP,2,UD Ibiza,Ibiza,,Ibiza,,,active,Fonte: LALIGA HYPERMOTION 2025-2026 consultada em 2026-04-13
ITA,2,Avellino,Avellino,,Avellino,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Bari,Bari,,Bari,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Carrarese,Carrarese,,Carrara,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Catanzaro,Catanzaro,,Catanzaro,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Cesena,Cesena,,Cesena,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Empoli,Empoli,,Empoli,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Frosinone,Frosinone,,Frosinone,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Juve Stabia,Juve Stabia,,Castellammare di Stabia,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Mantova,Mantova,,Mantua,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Modena,Modena,,Modena,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Monza,Monza,,Monza,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Padova,Padova,,Padua,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Palermo,Palermo,,Palermo,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Pescara,Pescara,,Pescara,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Reggiana,Reggiana,,Reggio Emilia,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Sampdoria,Sampdoria,,Genoa,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Spezia,Spezia,,La Spezia,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Sudtirol,Sudtirol,,Bolzano,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Venezia,Venezia,,Venice,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
ITA,2,Virtus Entella,Virtus Entella,,Chiavari,,,active,Fonte: Serie BKT 2025-2026 consultada em 2026-04-13
