country_code,division_level,official_name,short_name,state,city,founded_year,badge_url,status,notes
ENG,1,Aston Villa,Aston Villa,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Brentford,Brentford,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Brighton & Hove Albion,Brighton,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Burnley,Burnley,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Chelsea,Chelsea,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Crystal Palace,Crystal Palace,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Everton,Everton,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Fulham,Fulham,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Leeds United,Leeds United,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Liverpool,Liverpool,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Manchester City,Manchester City,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Manchester United,Manchester United,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Newcastle United,Newcastle United,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Nottingham Forest,Nottingham Forest,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Sunderland,Sunderland,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Tottenham Hotspur,Tottenham,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,West Ham United,West Ham,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
ENG,1,Wolverhampton Wanderers,Wolves,,,,,active,Fonte oficial Premier League consultada em 2026-04-13
