country_code,division_level,official_name,short_name,state,city,founded_year,badge_url,status,notes
PRT,1,AVS Futebol SAD,AVS,,Vila das Aves,2023,,active,Fonte base: Liga Portugal 2025-2026 e verificacao complementar em 2026-04-13
ESP,1,Athletic Club,Athletic Club,,Bilbao,1898,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Atletico de Madrid,Atletico de Madrid,,Madrid,1903,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,CA Osasuna,Osasuna,,Pamplona,1920,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Celta de Vigo,Celta,,Vigo,1923,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Deportivo Alaves,Alaves,,Vitoria-Gasteiz,1921,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Elche CF,Elche,,Elche,1923,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,FC Barcelona,Barcelona,,Barcelona,1899,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Getafe CF,Getafe,,Getafe,1983,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Girona FC,Girona,,Girona,1930,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Levante UD,Levante,,Valencia,1909,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Rayo Vallecano,Rayo Vallecano,,Madrid,1924,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,RCD Espanyol de Barcelona,Espanyol,,Barcelona,1900,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,RCD Mallorca,Mallorca,,Palma,1916,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Real Betis,Real Betis,,Sevilla,1907,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Real Madrid,Real Madrid,,Madrid,1902,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Real Oviedo,Real Oviedo,,Oviedo,1926,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Real Sociedad,Real Sociedad,,San Sebastian,1909,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Sevilla FC,Sevilla,,Sevilla,1890,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Valencia CF,Valencia,,Valencia,1919,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ESP,1,Villarreal CF,Villarreal,,Villarreal,1923,,active,Fonte: LALIGA clubes 2025-2026 consultado em 2026-04-13
ITA,1,Atalanta,Atalanta,,Bergamo,1907,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Bologna,Bologna,,Bologna,1909,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Cagliari,Cagliari,,Cagliari,1920,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Como,Como,,Como,1907,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Cremonese,Cremonese,,Cremona,1903,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Fiorentina,Fiorentina,,Florence,1926,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Genoa,Genoa,,Genoa,1893,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Hellas Verona,Hellas Verona,,Verona,1903,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Inter,Inter,,Milan,1908,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Juventus,Juventus,,Turin,1897,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Lazio,Lazio,,Rome,1900,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Lecce,Lecce,,Lecce,1908,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Milan,Milan,,Milan,1899,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Napoli,Napoli,,Naples,1926,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Parma,Parma,,Parma,1913,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Pisa,Pisa,,Pisa,1909,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Roma,Roma,,Rome,1927,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Sassuolo,Sassuolo,,Sassuolo,1920,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Torino,Torino,,Turin,1906,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
ITA,1,Udinese,Udinese,,Udine,1896,,active,Fonte: Serie A Enilive clubes 2025-2026 consultado em 2026-04-13
